"","id","year","Dept","treatment","profit","size","wageindex"
"43",110200,2015,"M5",0,2629,99,0.900944152745259
"44",110200,2016,"M5",0,2730,99,1.01854942743442
"45",110200,2017,"M5",0,2730,99,0.747599211594427
"46",110260,2003,"M5",0,3753,108,0.74500248160048
"47",110260,2004,"M5",0,3535,108,0.738644610123572
"48",110260,2005,"M5",0,3743,102,1.04687550111805
"49",110260,2006,"M5",0,4182,102,0.95631788152293
"50",110260,2007,"M5",0,3993,102,1.17901099753447
"51",110260,2008,"M5",0,3987,102,1.17230716090336
"52",110260,2009,"M5",0,3395,102,1.34663970815543
"53",110260,2010,"M5",0,3416,102,0.79287376169947
"54",110260,2011,"M5",0,3415,102,0.785182678755145
"55",110260,2012,"M5",0,3727,102,0.757511302533104
"56",110260,2013,"M5",0,3987,98,0.750589157147648
"57",110260,2014,"M5",0,4029,98,1.49698321991963
"58",110260,2015,"M5",0,3997,98,1.05833049323075
"59",110260,2016,"M5",0,3482,98,1.08658841882215
"60",110260,2017,"M5",0,3428,98,0.607109463797005
"61",110280,2003,"M5",0,3302,130,0.87471686216185
"62",110280,2004,"M5",0,3836,130,0.681981693357785
"63",110280,2005,"M5",0,4043,120,1.01934277250039
"64",110280,2006,"M5",0,3931,120,1.199181171131
"65",110280,2007,"M5",0,3968,120,0.599333700967007
"66",110280,2008,"M5",0,3838,120,0.852485337028505
"67",110280,2009,"M5",0,3987,120,0.711323249597547
"68",110280,2010,"M5",0,3960,120,1.1990420560987
"69",110280,2011,"M5",0,4135,120,1.03850084748528
"70",110280,2012,"M5",0,4037,98,1.38039056698399
"71",110280,2013,"M5",0,4028,98,0.797854153030954
"72",110280,2014,"M5",0,4098,98,0.562874771958011
"73",110280,2015,"M5",0,3851,98,0.990893915285396
"74",110280,2016,"M5",0,3967,98,1.05750757888702
"75",110280,2017,"M5",0,3364,98,1.11997659593937
"76",110290,2003,"M5",0,2399,96,0.845549325922062
"77",110290,2004,"M5",0,2251,96,1.55302832277685
"78",110290,2005,"M5",0,2615,96,0.0488095919962067
"79",110290,2006,"M5",0,2709,96,0.592013448240337
"80",110290,2007,"M5",0,2934,96,0.958280056361124
"81",110290,2008,"M5",0,2910,96,0.821859364058262
"82",110290,2009,"M5",0,2811,93,0.98112915159189
"83",110290,2010,"M5",0,2837,93,0.888422709434165
"84",110290,2011,"M5",0,2761,93,1.10977067875824
"85",110290,2012,"M5",0,2638,93,0.753340669843483
"86",110290,2013,"M5",0,2432,93,1.17455322977423
"87",110290,2014,"M5",0,2399,93,0.914520277090658
"88",110290,2015,"M5",0,2266,93,0.883760001769088
"89",110290,2016,"M5",0,2257,93,0.720080714611402
"90",110290,2017,"M5",0,2077,93,0.552306097908325
"91",110370,2003,"M5",0,9826,291,1.18577914144416
"92",110370,2004,"M5",0,10222,293,0.928590937323258
"93",110370,2005,"M5",0,8807,269,0.492086251784808
"94",110370,2006,"M5",0,8678,269,1.38145542632239
"95",110370,2007,"M5",0,9259,285,0.497627772347013
"96",110370,2008,"M5",0,10054,285,0.579265052599108
"97",110370,2009,"M5",0,9900,287,1.83114215293102
"98",110370,2010,"M5",0,10398,287,1.23773910225093
"99",110370,2011,"M5",0,10364,287,0.763054222896587
"100",110370,2012,"M5",0,10634,287,1.26977222090834
"101",110370,2013,"M5",0,10470,287,1.26074633357418
"102",110370,2014,"M5",0,11251,274,0.567147454949653
"103",110370,2015,"M5",0,8744,274,1.12789570629598
"104",110370,2016,"M5",0,10928,274,0.503622026104884
"105",110370,2017,"M5",0,11475,274,1.13468571126256
"106",110520,2003,"M5",0,2701,106,0.79922105485848
"107",110520,2004,"M5",0,2838,99,0.84145230545194
"108",110520,2005,"M5",0,2552,99,0.670233528280245
"109",110520,2006,"M5",0,2578,99,1.092883990097
"110",110520,2007,"M5",0,2617,99,0.337276423401839
"111",110520,2008,"M5",0,2972,99,0.635299117646959
"112",110520,2009,"M5",0,2870,99,1.18630783896954
"113",110520,2010,"M5",0,3052,99,0.832384915309322
"114",110520,2011,"M5",0,2997,99,0.898768439567583
"115",110520,2012,"M5",0,3610,99,1.04485986096645
"116",110520,2013,"M5",0,3550,99,0.647919014494944
"117",110520,2014,"M5",0,3587,99,0.566581765798821
"118",110520,2015,"M5",0,3349,99,0.623913705576724
"119",110520,2016,"M5",0,3255,99,0.607549286435672
"120",110520,2017,"M5",0,3058,99,1.17295908622963
"121",110555,2003,"M5",0,11277,347,0.974570331210026
"122",110555,2004,"M5",0,11580,347,1.16696165245396
"123",110555,2005,"M5",0,11657,296,0.857649071166935
"124",110555,2006,"M5",0,11534,296,0.812704389328072
"125",110555,2007,"M5",0,13088,296,0.580437667476711
"126",110555,2008,"M5",0,13232,296,1.04267588714067
"127",110555,2009,"M5",0,11256,296,0.722724788267191
"128",110555,2010,"M5",0,10779,296,0.635065446234057
"129",110555,2011,"M5",0,11250,296,1.00306918514343
"130",110555,2012,"M5",0,11573,296,0.693164028514412
"131",110555,2013,"M5",0,12845,272,1.49968539186228
"132",110555,2014,"M5",0,13046,266,0.404371805001774
"133",110555,2015,"M5",0,13218,266,1.58670026656675
"134",110555,2016,"M5",0,12770,266,0.583028630021752
"135",110555,2017,"M5",0,12547,266,0.582976204187049
"136",110610,2003,"M5",0,4476,116,1.41446711447817
"137",110610,2004,"M5",0,4846,116,1.08093348416308
"138",110610,2005,"M5",0,4180,116,1.11104692071165
"139",110610,2006,"M5",0,5132,116,1.07937072388612
"140",110610,2007,"M5",0,5377,116,0.0464474209242524
"141",110610,2008,"M5",0,5329,116,1.18229874246016
"142",110610,2009,"M5",0,5532,116,0.985622838174068
"143",110610,2010,"M5",0,5286,116,1.31661488781019
"144",110610,2011,"M5",0,4609,116,1.15305752616611
"145",110610,2012,"M5",0,4972,116,0.922930635310694
"146",110610,2013,"M5",0,6692,116,0.898578338728668
"147",110610,2014,"M5",0,4974,116,0.57207102823322
"148",110610,2015,"M5",0,4721,116,1.27381726606007
"149",110610,2016,"M5",0,4622,116,0.973329155674686
"150",110610,2017,"M5",0,4448,116,0.35830853619546
"151",120030,2003,"N8",0,9520,211,0.918981126245393
"152",120030,2004,"N8",0,9910,227,0.931997897441135
"153",120030,2005,"N8",0,10341,212,1.02191000037226
"154",120030,2006,"N8",0,10985,221,1.49775930827398
"155",120030,2007,"N8",0,11455,223,1.27304008740622
"156",120030,2008,"N8",0,11190,233,0.811283251924421
"157",120030,2009,"N8",0,11247,235,1.07893890928032
"158",120030,2010,"N8",0,11366,241,1.14931832776151
"159",120030,2011,"N8",0,11486,242,1.57719785143474
"160",120030,2012,"N8",0,11604,237,1.66879511222494
"161",120030,2013,"N8",0,12167,237,0.984890738709075
"162",120030,2014,"N8",0,12167,240,1.1081403361398
"163",120030,2015,"N8",0,12753,240,0.666529678730536
"164",120030,2016,"N8",0,13365,240,1.45032412155941
"165",120030,2017,"N8",0,12891,241,0.954847368652073
"166",120080,2003,"N8",0,5843,165,0.873529861392115
"167",120080,2004,"N8",0,5819,165,0.963128687579292
"168",120080,2005,"N8",0,6094,150,0.923682330128019
"169",120080,2006,"N8",0,6294,165,0.991442064883892
"170",120080,2007,"N8",0,6344,150,0.688980189572086
"171",120080,2008,"N8",0,6581,165,0.933929507158906
"172",120080,2009,"N8",0,6974,165,0.691384042081015
"173",120080,2010,"N8",0,7263,164,0.644783783884199
"174",120080,2011,"N8",0,7827,165,0.747961011170917
"175",120080,2012,"N8",0,8386,165,1.23094445737071
"176",120080,2013,"N8",0,8600,165,0.771796742163356
"177",120080,2014,"N8",0,9023,165,1.25252308852035
"178",120080,2015,"N8",0,9030,165,1.22476974225493
"179",120080,2016,"N8",0,8835,165,0.447996495956368
"180",120080,2017,"N8",0,7663,165,0.753088273026606
"181",120110,2003,"N8",0,4940,160,1.22464058666925
"182",120110,2004,"N8",0,4993,160,1.8703660614503
"183",120110,2005,"N8",0,5215,150,1.36662329848822
"184",120110,2006,"N8",0,5552,150,1.26503619120611
"185",120110,2007,"N8",0,5400,150,0.858680526240361
"186",120110,2008,"N8",0,5478,150,1.36267194845557
"187",120110,2009,"N8",0,5698,150,1.42757104600306
"188",120110,2010,"N8",0,5954,150,1.22295433569475
"189",120110,2011,"N8",0,6138,150,1.03063518041188
"190",120110,2012,"N8",0,6297,150,1.21276253038757
"191",120110,2013,"N8",0,6495,150,0.852196800544492
"192",120110,2014,"N8",0,6767,150,1.32627534982904
"193",120110,2015,"N8",0,6865,150,1.38347799467328
"194",120110,2016,"N8",0,6784,149,1.53119922306981
"195",120110,2017,"N8",0,6747,149,0.94453397546549
"196",120170,2003,"N8",0,13951,366,0.760105317643307
"197",120170,2004,"N8",0,15589,359,1.02898717406762
"198",120170,2005,"N8",0,17360,330,1.75598705302494
"199",120170,2006,"N8",0,15801,338,0.952393265713196
"200",120170,2007,"N8",0,14811,341,0.888313302846618
"201",120170,2008,"N8",0,15946,360,1.56111253550692
"202",120170,2009,"N8",0,17375,362,2.11178650996771
"203",120170,2010,"N8",0,16960,368,2.01894820812274
"204",120170,2011,"N8",0,18451,379,1.77200776932145
"205",120170,2012,"N8",0,19568,390,0.898159013467976
"206",120170,2013,"N8",0,26764,398,0.933338876583143
"207",120170,2014,"N8",0,19905,398,1.22345205389374
"208",120170,2015,"N8",0,19760,401,1.25495693181653
"209",120170,2016,"N8",0,19901,410,0.617676564274514
"210",120170,2017,"N8",0,33621,417,0.923523996587122
"211",120180,2003,"N8",0,5331,191,1.11119213706033
"212",120180,2004,"N8",0,2043,191,0.723669302304379
"213",120180,2005,"N8",0,5424,139,1.74686490524202
"214",120180,2006,"N8",0,5360,139,0.917462717505814
"215",120180,2007,"N8",0,7400,143.5,1.53740021792649
"216",120180,2008,"N8",0,4625,148,1.08104829989967
"217",120180,2009,"N8",0,4615,148,1.3918655206863
"218",120180,2010,"N8",0,1868,148,1.1143398579885
"219",120180,2011,"N8",0,4510,148,1.09476247067975
"220",120180,2012,"N8",0,4758,148,1.52361887536826
"221",120180,2013,"N8",0,5070,148,0.878039504952587
"222",120180,2014,"N8",0,4788,148,1.30188450351223
"223",120180,2015,"N8",0,4362,148,1.46532414038515
"224",120180,2016,"N8",0,4335,148,1.26606121875102
"225",120180,2017,"N8",0,7272,148,1.32755912791931
"226",120225,2003,"N8",0,7464,242,1.01735399871788
"227",120225,2004,"N8",0,7606,214,1.24985377605294
"228",120225,2005,"N8",0,7996,208,1.27174772898874
"229",120225,2006,"N8",0,8325,225,1.1497997919534
"230",120225,2007,"N8",0,8443,228,1.32802172351862
"231",120225,2008,"N8",0,8712,228,1.04035850564197
"232",120225,2009,"N8",0,8991,228,1.4220701251364
"233",120225,2010,"N8",0,8934,228,1.6670985597851
"234",120225,2011,"N8",0,9017,228,1.17454711370251
"235",120225,2012,"N8",0,9250,228,1.52763426707433
"236",120225,2013,"N8",0,9238,254,1.74624766512115
"237",120225,2014,"N8",0,8992,254,1.03899755263825
"238",120225,2015,"N8",0,10228,254,0.991785232957633
"239",120225,2016,"N8",0,10122,254,0.549675330145632
"240",120225,2017,"N8",0,10227,254,1.24274263163621
"241",120240,2003,"N8",0,10662,290,1.4927248320198
"242",120240,2004,"N8",0,11023,294,0.914616514284188
"243",120240,2005,"N8",0,11679,257,1.26201335334489
"244",120240,2006,"N8",0,11113,257,0.541465375540957
"245",120240,2007,"N8",0,13851,257,0.984706428447372
"246",120240,2008,"N8",0,14651,257,0.851759264931643
"247",120240,2009,"N8",0,14353,246,0.819702156755219
"248",120240,2010,"N8",0,14468,247,1.04154541959496
"249",120240,2011,"N8",0,15082,247,1.19917056442101
"250",120240,2012,"N8",0,15031,246,0.879260882650949
"251",120240,2013,"N8",0,12068,246,1.5099524366071
"252",120240,2014,"N8",0,12417,246,1.26632006402606
"253",120240,2015,"N8",0,12635,246,0.793257997877487
"254",120240,2016,"N8",0,13201,252,0.534322880491554
"255",120240,2017,"N8",0,12690,253,1.20896956735672
"256",120290,2003,"N8",0,7727,209,0.697264451131508
"257",120290,2004,"N8",0,8281,234,0.972143841088705
"258",120290,2005,"N8",0,8610,180,0.751468702926979
"259",120290,2006,"N8",0,9129,173,0.873659483387471
"260",120290,2007,"N8",0,9322,180,1.65403795111597
"261",120290,2008,"N8",0,9234,180,1.05290887660635
"262",120290,2009,"N8",0,9833,182,1.22109583717846
"263",120290,2010,"N8",0,10611,195,1.39227199759596
"264",120290,2011,"N8",0,10657,203,1.05183177577362
"265",120290,2012,"N8",0,10594,199,1.58501931440441
"266",120290,2013,"N8",0,11221,197,1.33159366671757
"267",120290,2014,"N8",0,10661,201,0.90520437478253
"268",120290,2015,"N8",0,10057,205,0.743605282742231
"269",120290,2016,"N8",0,8602,205,1.46894113748531
"270",120290,2017,"N8",0,8065,205,0.594781756543552
"271",120380,2003,"N8",0,4421,120,0.669759096213526
"272",120380,2004,"N8",0,4207,120,1.49749039717664
"273",120380,2005,"N8",0,3767,110,0.65275306195521
"274",120380,2006,"N8",0,4567,110,1.14252280587193
"275",120380,2007,"N8",0,4687,110,0.508085561411858
"276",120380,2008,"N8",0,4679,110,0.759232593744111
"277",120380,2009,"N8",0,4249,110,0.93115161236628
"278",120380,2010,"N8",0,4191,110,1.00405154540228
"279",120380,2011,"N8",0,4331,110,0.708027797629757
"280",120380,2012,"N8",0,4314,109,0.998598580776384
"281",120380,2013,"N8",0,4198,109,0.962619511231269
"282",120380,2014,"N8",0,4455,109,1.09768570930583
"283",120380,2015,"N8",0,5050,114,0.943120007485048
"284",120380,2016,"N8",0,4280,114,1.0526959894704
"285",120380,2017,"N8",0,4260,114,1.23953731731482
"286",130001,2003,"V20",0,18504,456,1.49794302819767
"287",130001,2004,"V20",0,18098,487,0.957923078361106
"288",130001,2005,"V20",0,19168,442,1.53158023718473
"289",130001,2006,"V20",0,22177,453,0.460925735542012
"290",130001,2007,"V20",0,21436,457,1.15004929847276
"291",130001,2008,"V20",0,21816,413,1.4535631427103
"292",130001,2009,"V20",0,21606,415,0.80494083434569
"293",130001,2010,"V20",0,21971,418,0.750567636621543
"294",130001,2011,"V20",0,21033,435,0.683529868219135
"295",130001,2012,"V20",0,20524,442,0.125505626936147
"296",130001,2013,"V20",0,21132,453,1.38385269179284
"297",130001,2014,"V20",0,21414,456,0.848731026833042
"298",130001,2015,"V20",0,21092,448,1.10684086776586
"299",130001,2016,"V20",0,21700,448,1.02024142318716
"300",130001,2017,"V20",0,22353,452,1.00130766026573
"301",130015,2003,"V20",0,3669,152,0.569610738785316
"302",130015,2004,"V20",0,3708,152,1.31164166026682
"303",130015,2005,"V20",0,3756,134,0.81573113173591
"304",130015,2006,"V20",0,4739,135,0.685211841798177
"305",130015,2007,"V20",0,4421,121,1.02009642568455
"306",130015,2008,"V20",0,4325,137,1.15217378742685
"307",130015,2009,"V20",0,4015,114,0.653241284196685
"308",130015,2010,"V20",0,3854,114,0.713461963215014
"309",130015,2011,"V20",0,3697,114,1.25097631114236
"310",130015,2012,"V20",0,3657,114,1.19142482285455
"311",130015,2013,"V20",0,3882,110,0.908340719328295
"312",130015,2014,"V20",0,3779,119,1.23885153314012
"313",130015,2015,"V20",0,3832,109,0.862604678478048
"314",130015,2016,"V20",0,3785,117,0.774047365601173
"315",130015,2017,"V20",0,3672,118,1.10336173967068
"316",130040,2003,"V20",0,5504,184,0.567311258756561
"317",130040,2004,"V20",0,5431,146,1.24401294475915
"318",130040,2005,"V20",0,5592,149,0.402661349810397
"319",130040,2006,"V20",0,5940,149,0.725108649752548
"320",130040,2007,"V20",0,5934,149,1.27323878467838
"321",130040,2008,"V20",0,5702,149,1.06018604894686
"322",130040,2009,"V20",0,5684,149,0.733882534251442
"323",130040,2010,"V20",0,5489,149,0.411495832725712
"324",130040,2011,"V20",0,5659,141,1.58487058291895
"325",130040,2012,"V20",0,5768,141,1.29448760839823
"326",130040,2013,"V20",0,5576,135,0.93537244655111
"327",130040,2014,"V20",0,5322,127,0.689165466550874
"328",130040,2015,"V20",0,5033,127,0.936409653897793
"329",130040,2016,"V20",0,4943,127,0.964194035802786
"330",130040,2017,"V20",0,4855,127,1.25383415043222
"331",130060,2003,"V20",0,3685,104,0.594469048792006
"332",130060,2004,"V20",0,3404,104,0.98372945121987
"333",130060,2005,"V20",0,3209,96,0.823538069957791
"334",130060,2006,"V20",0,3160,97,1.20323888660333
"335",130060,2007,"V20",0,3519,97,0.632714601387544
"336",130060,2008,"V20",0,3492,97,1.06493663518368
"337",130060,2009,"V20",0,3427,97,0.823066173099781
"338",130060,2010,"V20",0,3435,97,0.993246622369518
"339",130060,2011,"V20",0,3476,97,1.26347113584256
"340",130060,2012,"V20",0,3415,97,1.15454039196279
"341",130060,2013,"V20",0,2935,97,1.48026124082086
"342",130060,2014,"V20",0,2753,97,0.992431029630357
"343",130060,2015,"V20",0,2806,97,0.537514904240813
"344",130060,2016,"V20",0,2667,97,1.28417405459496
"345",130060,2017,"V20",0,2690,97,0.763921222352705
"346",130210,2003,"V20",0,6641,247,0.543807679490319
"347",130210,2004,"V20",0,7875,247,0.68531861551218
"348",130210,2005,"V20",0,7373,226,1.33863047581801
"349",130210,2006,"V20",0,6749,151,0.84206447271493
"350",130210,2007,"V20",0,6331,159,0.701521172816516
"351",130210,2008,"V20",0,6457,149,1.17217538945586
"352",130210,2009,"V20",0,6671,165,0.951725722884423
"353",130210,2010,"V20",0,6710,152,1.03519534355618
"354",130210,2011,"V20",0,6764,165,0.722594046065676
"355",130210,2012,"V20",0,6819,148,0.791137523251575
"356",130210,2013,"V20",0,6730,145,1.1457469036532
"357",130210,2014,"V20",0,6939,147,0.775104422136151
"358",130210,2015,"V20",0,6818,140,1.36480274089135
"359",130210,2016,"V20",0,7315,169,1.27505382068517
"360",130210,2017,"V20",0,6766,145,1.08202191330263
"361",130212,2003,"V20",0,3158,140,0.885803819152519
"362",130212,2004,"V20",0,3147,140,0.582825246712036
"363",130212,2005,"V20",0,3273,119,1.32879931313641
"364",130212,2006,"V20",0,3421,119,1.22422219338054
"365",130212,2007,"V20",0,3427,119,0.438596571727349
"366",130212,2008,"V20",0,3437,119,0.579226285220529
"367",130212,2009,"V20",0,3446,119,0.847534959742556
"368",130212,2010,"V20",0,3118,119,0.562586708851178
"369",130212,2011,"V20",0,2977,119,1.34522180346297
"370",130212,2012,"V20",0,3235,101,0.738616327558875
"371",130212,2013,"V20",0,2919,101,0.446526665761553
"372",130212,2014,"V20",0,2876,101,0.807787785580893
"373",130212,2015,"V20",0,2822,101,0.507197291538195
"374",130212,2016,"V20",0,3329,101,1.26818243488112
"375",130212,2017,"V20",0,3287,101,0.642743194317708
"376",140006,2003,"M1",0,8414,256,0.990374228800672
"377",140006,2004,"M1",0,8485,245,1.77475317796415
"378",140006,2005,"M1",0,8639,245,1.17916003415674
"379",140006,2006,"M1",0,8172,245,0.549921164057963
"380",140006,2007,"M1",0,8031,245,1.11502373352142
"381",140006,2008,"M1",0,8226,245,0.854381744916346
"382",140006,2009,"M1",0,8642,245,0.613645754747707
"383",140006,2010,"M1",0,8429,245,0.661280452034002
"384",140006,2011,"M1",0,8738,213,0.7601913724413
"385",140006,2012,"M1",0,9129,213,1.13660839539291
"386",140006,2013,"M1",0,8342,213,1.18524654925509
"387",140006,2014,"M1",0,7290,207,1.01672938013124
"388",140006,2015,"M1",0,7480,207,1.062903446088
"389",140006,2016,"M1",0,7545,207,1.08152654170767
"390",140007,2003,"M1",0,14014,273,1.12091175783071
"391",140007,2004,"M1",0,13134,273,0.50570878170074
"392",140007,2005,"M1",0,10210,244,1.36824671366572
"393",140007,2006,"M1",0,11228,232,1.58881624804732
"394",140007,2007,"M1",0,13890,261,1.11872805795694
"395",140007,2008,"M1",0,14578,261,1.59969558186246
"396",140007,2009,"M1",0,14312,265,1.23622823007395
"397",140007,2010,"M1",0,16251,265,1.04784482393426
"398",140007,2011,"M1",0,15945,265,1.10199304735817
"399",140007,2012,"M1",0,16164,265,1.0332011074755
"400",140007,2013,"M1",0,16547,265,1.1825220248269
"401",140007,2014,"M1",0,17068,265,1.20650011222136
"402",140007,2015,"M1",0,17798,265,1.95134341102703
"403",140007,2016,"M1",0,15581,265,1.15688742481641
"404",140007,2017,"M1",0,17026,279,1.45991079214532
"405",140008,2003,"M1",0,9623,183,1.29595332078365
"406",140008,2004,"M1",0,8950,164,0.779941057575509
"407",140008,2005,"M1",0,9029,160,0.564725099196746
"408",140008,2006,"M1",0,8951,160,0.963678315325885
"409",140008,2007,"M1",0,9304,153,1.27283950662645
"410",140008,2008,"M1",0,9199,153,1.11898480811152
"411",140008,2009,"M1",0,8752,153,1.67369812483588
"412",140008,2010,"M1",0,8691,153,1.45029699696499
"413",140008,2011,"M1",0,9120,153,1.29614817165323
"414",140008,2012,"M1",0,8926,153,1.29868257712334
"415",140008,2013,"M1",0,8587,160,1.62829903609279
"416",140008,2014,"M1",0,9007,160,1.2558798981846
"417",140008,2015,"M1",0,8859,160,0.234425506306077
"418",140008,2016,"M1",0,8746,160,1.76300486834584
"419",140008,2017,"M1",0,8635,160,1.07560761887593
"420",140010,2003,"M1",0,10006,235,1.2519456630152
"421",140010,2004,"M1",0,23316,458,1.44282855088105
"422",140010,2005,"M1",0,24285,458,1.38894141652643
"423",140010,2006,"M1",0,25497,458,1.00131006994268
"424",140010,2007,"M1",0,26928,491,0.895270600618759
"425",140010,2008,"M1",0,27779,497,1.21928307304742
"426",140010,2009,"M1",0,26442,533,1.48165281194572
"427",140010,2010,"M1",0,25219,541,1.10137522339601
"428",140010,2011,"M1",0,25724,541,0.878510555961327
"429",140010,2012,"M1",0,27141,556,1.35285618779344
"430",140010,2013,"M1",0,27124,559,1.16126496858043
"431",140010,2014,"M1",0,27988,548,1.34980325369138
"432",140010,2015,"M1",0,31000,546,1.12375623920662
"433",140010,2016,"M1",0,29907,525,1.24595714804875
"434",140010,2017,"M1",0,26982,504,1.33833543152459
"435",140011,2003,"M1",0,4973,162,1.1811678341411
"436",140011,2004,"M1",0,5274,156,1.07599017755045
"437",140011,2005,"M1",0,20024,388,0.859347728857614
"438",140011,2006,"M1",0,19620,327,1.2575121827022
"439",140011,2007,"M1",0,14214,327,0.468610761749432
"440",140011,2008,"M1",0,14281,296,0.69523662452349
"441",140011,2009,"M1",0,14426,296,0.792152178963021
"442",140011,2010,"M1",0,13763,289,0.814864750872001
"443",140011,2011,"M1",0,14982,290,1.30076691111184
"444",140011,2012,"M1",0,15156,287,1.29019560472521
"445",140011,2013,"M1",0,16211,297,1.14682448753695
"446",140011,2014,"M1",0,15784,295,0.774120017066018
"447",140011,2015,"M1",0,15872,295,1.87708664391335
"448",140011,2016,"M1",0,14458,295,1.51603990892604
"449",140011,2017,"M1",0,12686,295,1.34107115299057
"450",140012,2003,"M1",0,7756,267,1.11738050598628
"451",140012,2004,"M1",0,8174,244,1.12281097183976
"452",140012,2005,"M1",0,11281,244,0.935567890241077
"453",140012,2006,"M1",0,11944,353,0.876004318890068
"454",140012,2007,"M1",0,12123,312,0.787984603801938
"455",140012,2008,"M1",0,11678,312,1.20307663692307
"456",140012,2009,"M1",0,12650,245,1.31848640918561
"457",140012,2010,"M1",0,12356,281,0.871513081539887
"458",140012,2011,"M1",0,14646,281,1.15447710059539
"459",140012,2012,"M1",0,12301,275,1.02637106938193
"460",140012,2013,"M1",0,11953,289,1.33122363046366
"461",140012,2014,"M1",0,11131,248,0.682645524990247
"462",140012,2015,"M1",0,10127,248,1.0311143258988
"463",140012,2016,"M1",0,12032,248,0.308191609209173
"464",140012,2017,"M1",0,10677,248,1.06130278628337
"465",140013,2003,"M1",0,38857,581,1.23107629859118
"466",140013,2004,"M1",0,36032,565,1.05888573042417
"467",140013,2005,"M1",0,36120,548,1.05492978620442
"468",140013,2006,"M1",0,36279,555,0.866927752422408
"469",140013,2007,"M1",0,37164,557,1.35804209602903
"470",140013,2008,"M1",0,38561,539,1.02079890254685
"471",140013,2009,"M1",0,39435,541,1.09226521581308
"472",140013,2010,"M1",0,39479,580,1.19495576851341
"473",140013,2011,"M1",0,39688,599,0.798661533695874
"474",140013,2012,"M1",0,41124,611,1.39400981353155
"475",140013,2013,"M1",0,43099,627,1.38076620214404
"476",140013,2014,"M1",0,43099,626,1.37246109609027
"477",140013,2015,"M1",0,41996,607,1.7618775497135
"478",140013,2016,"M1",0,41131,635,1.79676165026547
"479",140013,2017,"M1",0,37403,652,0.896658623984589
"480",140016,2003,"M1",0,33921,681,1.29987942812271
"481",140016,2004,"M1",0,34453,681,1.19633208006623
"482",140016,2005,"M1",0,29992,689,0.47996059201497
"483",140016,2006,"M1",0,31715,696,1.55993871906045
"484",140016,2007,"M1",0,32777,725,1.44739082972102
"485",140016,2008,"M1",0,35519,750,1.23801989437695
"486",140016,2009,"M1",0,35976,835,1.37966667377512
"487",140016,2010,"M1",0,35338,835,1.04035827198434
"488",140016,2011,"M1",0,35128,808,0.666514617747558
"489",140016,2012,"M1",0,34569,808,0.582212933697859
"490",140016,2013,"M1",0,34400,808,1.36575572409516
"491",140016,2014,"M1",0,34211,875,1.02963740567232
"492",140016,2015,"M1",0,36799,875,1.505326703364
"493",140016,2016,"M1",0,40563,875,1.22318417186541
"494",140016,2017,"M1",0,37146,875,1.18697707908896
"495",140017,2003,"M1",0,15936,311,1.11352759916603
"496",140017,2004,"M1",0,17053,335,1.32224530969282
"497",140017,2005,"M1",0,17309,299,1.17460788786862
"498",140017,2006,"M1",0,17820,312,0.999516603323477
